"title","stars","text"
"Pizza Hut - Union Place","5","Superb place friendly service"
"Pizza Hut - Union Place","5","Nice staff."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Great ambience. Food is good. Place is crowded everytime."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","+ point for service"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Great place to have a great meal"
"Pizza Hut - Union Place","5","They provide great service. Pizzas are very delicious."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Food loving place.."
"Pizza Hut - Union Place","5","Good place. Service is best."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","nice service"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place to eat, Always Pizza Hut better than others."
"Pizza Hut - Union Place","5","Fantastic service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Wonderful, great service and marvelous food love it"
"Pizza Hut - Union Place","5","Best place to have Meeting and to spend time  with family."
"Pizza Hut - Union Place","5","Good friendly service."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Very supportive staff"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3","great customer care"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4","Cosy place"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5","Nice friendly customer service. Nice food"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","The food was a bit oily than earlier"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Excellent customer service.i highly recommend"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Spacious and friendly service."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Good food"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Friendly place with parking facility. kids play area available."
"Pizza Hut - Union Place","5","Very good"
"Pizza Hut - Union Place","5","Good food good place"
"Pizza Hut - Union Place","5","Superb costumer service"
"Pizza Hut - Union Place","3","environment is quite calm and sound. but food quality is not that good"
"Pizza Hut - Union Place","5","Good service with yummy stuff😊"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","3","It's good. But very expensive."
"Pizza Hut - Union Place","4","That place is lit if you are a pizza Lover"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place. Tasty food."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","The best pizzas in town.."
"Pizza Hut - Union Place","5","Not that much busy. Good service team"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great friendly service, specially the young lad having all the medals on his shirt.. Superb service. Quality of Pizza is same as anywhere else in the world.. Pretty consistent."
"Pizza Hut - Union Place","5","Good place in Lanka"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place. Ample parking."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Nice place but sometimes very crowded. The staff is good."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Amazing staff with timely delivery"
"Pizza Hut - Union Place","4","Good place for quick pic up"
"Pizza Hut - Union Place","5","Super"
"Pizza Hut - Union Place","3","Friendly Staff but most of the items in the menu are out of stock.."
"Pizza Hut - Union Place","4","Have ample space for dine in with family or friends. Kids area is available to have birthday parties or functions."
"Pizza Hut - Union Place","2","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great Food"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Welcoming and pleasant atmosphere. Good friendly service."
"Pizza Hut - Union Place","5","😋😋😋"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Superb customer service and nice place"
"Pizza Hut - Union Place","4","Great Staff Service..."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Best pizza place"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Comfy and nice. Away from the bustle of the city but not removed also. They seemed to be making a kids area as well. Then it would be grand."
"Pizza Hut - Union Place","3","空调好像不好钱...超级冷"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","One of the best place to have pitzza"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","I actually love their friendly staff here. Specially the thank us when we ring the bell while leaving."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place to go out, especially in groups. At times it can be very crowded, so taking orders can take a very long time. It is better to pre-order or deliver or take away during these hours. On the other hand it has an ok amount of parking, which is usually sufficient, but occasionally overflows."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good foods for eating"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Excellent service..!!"
"Pizza Hut - Union Place","5","So far the experience with this outlet has been good and the service is fast and friendly."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Very good place for dinner."
"Pizza Hut - Union Place","4","Best Pizza Hut outlet around Colombo.. Great Staff Service.. Good Car Parking area.. friendly environment.."
"Pizza Hut - Union Place","4","I just came to know that this is the first Pizza Hut store that opened in Sri Lanka back in 1993. Service is good and quick."
"Pizza Hut - Union Place","5","Very good place"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","nice place to eat pizza"
"Pizza Hut - Union Place","3","Slow service"
"Pizza Hut - Union Place","5","superb"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","I love the kind service and the fresh pizza."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Seriously nice place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","They do a very creative birthday surprise. Loved the way they did it!"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","A place for kids, the play area is an attraction"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Ok"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4","Good customer service.helpfull staf"
"Pizza Hut - Union Place","5","Good service"
"Pizza Hut - Union Place","4","Friendly place..great pizzas"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good"
"Pizza Hut - Union Place","5","Quality food. Good customer service."
"Pizza Hut - Union Place","3","Fast service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Less parking space"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Have a pizza"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","If you go during the Weekend you get the A Team, an ensemble of grizzled veterans who work to the beat of a fast paced war drum, doing a ballet whilst juggling sizzling pizza pans and creating a carousel of hectic joy and placated customers that came to break their calorie goal for the weekend madness.

If you go during the weekdays, you will find the B team, a motley crew of dysfunctional individuals that forget why they are there , let alone you.  Cannot focus for more than 5 mins on a subject, counting down the minutes to the end of their shift. Loitering about , with no care in the world for all the burnt pizza and flat soft drinks.

Wondering, ""when will I get that break and be moved unto the stellar weekend team"""
"Pizza Hut - Union Place","5","Good service from staff, little crouded"
"Pizza Hut - Union Place","5","It's give a wonderful expirians for us"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Excellent service. Great food. Should control house flies"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good food but slow service. Took them 20 minutes to get an order of fries out."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2","Worse customer service to expect from any Pizza hut in Sri Lanka. Employees are pretty rude"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Too crowded"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","staff was very friendly"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Quick serving (y)"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Main branch. Customer satisfaction."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","nice seat arrangements. somewhat busy all the time. staff is friendly."
"Pizza Hut - Union Place","4","It's crowded in weekend evenings"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","We usually come to this place with office mate . Satisfied with the food. If you come with a team more than 10 better to do a reservation and pre order the food"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place, helpful service, bit crowded. Good location"
"Pizza Hut - Union Place","3","Never ask for warm water."
"Pizza Hut - Union Place","5","Great place"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","1","The welcome was warm but the table service was horrible.  The person who served us did not describe clearly that only large pan pizza can be served with stuffed crust as we ordered two personal pan pizza. Finally after serving the large sized pizza with stuffed crust  the excuse he mentioned was "" I thought you have known that the stuffed crust is coming only with large pizza"".  It is their responsibility to describe when they take the order. Teriyaki Chicken pizza was okay but was not in super quality and the vege supreme was not tasty at all it looked like a fat tortilla with some vegetables and less cheese on it Too much sugar in thick mango magic I had. The food and money both were too much as one PP and large pizza with beverages were too much for two average people. I am very disappointed as Union place Pizza hut was a favorite place for me since 2015 I had the tastiest hot chocolate there but after the recent incident I feel their quality has gone down."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Caring like family members."
"Pizza Hut - Union Place","5","Still holds the number 01 in customer care for pizza hut sri lanka"
"Pizza Hut - Union Place","5","Superb place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Great place to hang out... Great food and customer service as well"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Nice atmosphere"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good food"
"Pizza Hut - Union Place","4","Good service but noisy"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","It is a good place, nearby Apico surpermarket"
